,label,text
1230,politics,"Kennedy begins pre-election tour  Liberal Democrat leader Charles Kennedy has begun a week-long tour to persuade voters they are the ""real opposition"".  Mr Kennedy is visiting constituencies in Somerset and Hampshire on Monday - rural seats where his party is hoping to make gains from the Conservatives. Later he will visit places, such as Liverpool, where Labour is targeted. Labour say a Lib Dem vote could ""let the Tories in"", while the Tories say the Lib Dems would mean ""higher taxes, soft crime laws, more power to Europe"". Mr Kennedy's tour comes as he, Labour leader Tony Blair and Conservative leader Michael Howard all step up campaigning ahead of the next General Election, widely expected to be held on 5 May. On Tuesday Mr Kennedy will visit Leicester South, where Lib Dem MP Parmjit Singh Gill overturned a big Labour majority to win the seat in last year's by-election.  Stops in Shrewsbury, North Dorset, Liverpool, Manchester, Basingstoke and west London are planned for later in the week. The Liberal Democrats say in the northern cities, the race is between them and Labour, while in southern seats - particularly the south west - it is between them and the Tories. Speaking to the BBC's Westminster Hour on Sunday, Mr Kennedy said the upcoming general election - widely tipped for 5 May - would be much more unpredictable than any others in ""recent experience"". Asked whether it was realistic to assume the Liberal Democrats could win the general election, he said: ""There's no limit to the ambitions we have as a party. ""But we have got to be responsible, we have got to be credible, we have got to demonstrate to people that we are up to that task.""  Mr Kennedy said the British public felt let down by Labour on issues from Iraq to top-up fees and the Conservatives were not ""asking the critical questions"". And he said people were ""highly sceptical"" about Labour and Conservative promises on tax. But he brushed off Labour suggestions a vote for his party would mean letting the Tories in ""by the back door"". ""If you look at the four previous parliamentary by-elections, the Liberal Democrats have demonstrated that, not only can we leapfrog the Conservatives where we start in a third place position, but we can go on to defeat the government. ""That's going to be the story, I think, of this coming general election."""
982,politics,"Howard unveils Tory asylum plans  Tory plans to cut immigration to the UK are not racist and will make the asylum system fairer for genuine refugees, Michael Howard has said.  As his party set out detailed asylum reform plans, Mr Howard said they would help smash people smuggling gangs. There would be an annual limit on asylum and all claims would be processed overseas. Some charities say the plans would put refugees' lives at risk if they were turned away once quotas were filled.  Tony Blair said Labour would set out workable plans for tackling immigration abuse in the next few weeks and attacked the Tory plans. ""By cutting the number of front-line immigration staff at our borders, they will actually make the problem worse,"" said Mr Blair. Liberal Democrat chairman Matthew Taylor said there needed to be a quick, fair and firm asylum system. But he said it was ""absolutely disgusting"" to propose a system which could turn away genuine refugees. The Conservatives say there is little risk of this happening as demand for asylum will be considered when quotas are set.  In a speech in London on Monday, Mr Howard said: ""It's not racist, as some people to claim, to talk about controlling immigration far from it."" He said that coming from an immigrant family himself he recognised that ""firm but fair"" immigration controls were essential for good community relations.    - Withdrawing from the 1951 United Nations Convention on refugees, which obliges countries to accept people being persecuted on the basis of need, not numbers   - Introduce laws to allow the immediate removal of asylum seekers whose claims were clearly unfounded because they came from safe countries or had destroyed documents   - Detain asylum seekers without documents so people whose identity was not known were not able to move freely around the UK - a worry for ""national security""   - Stop considering asylum applications inside the UK and instead take people from United Nations refugee agency camps. Anyone applying for asylum would be taken to new centres close to their countries of origin.     The Tories also want quotas for those seeking work permits through an Australian-style points system and those wanting to join families in the UK.  Mr Howard said nearly 160,000 people were settling in the UK every year - the size of a city like Peterborough. The plans would help achieve a ""substantial reduction"" in immigration, he said, although he could not predict a figure. He said that only two out of 10 asylum seekers had their claims accepted under the current ""unfair and inhumane"" system.  ""We need to break the link between arriving in Britain and claiming asylum,"" Mr Howard said. ""By breaking that link we can smash the criminal gangs at the heart of the trade in people smuggling.""  But the UN refugees agency is worried the policy sends the wrong message to poorer countries which receive the bulk of refugees. And a spokesman for European Justice and Home Affairs Commissioner Franco Frattini said the plans would contravene EU asylum policy, which meant the UK could not simply refuse to hear an asylum case. Refugee Council Chief Executive Maeve Sherlock called the plans ""dangerous, ill thought-out and hugely irresponsible"". Lives could be put at risk if refugees were turned away once the quotas were filled, she warned. Commission for Racial Equality chairman Trevor Phillips said asylum applications were down 40% and economic migration down about 10%.  He did not think Mr Howard intended to centre the debate about race. But he warned that some campaigners could use his words to hint the policy was about keeping out people of a different colour or culture. Mr Howard called that suggestion ""disgraceful""."
407,business,"South African car demand surges  Car manufacturers with plants in South Africa, including BMW, General Motors, Toyota and Volkswagen, have seen a surge in demand during 2004.  New vehicle sales jumped 22% to 449,603 from a year earlier, the National Association of Automobile Manufacturers of South Africa (NAAMSA) said. Strong economic growth and low interest rates have driven demand, and analysts expect the trend to continue. NAAMSA said it expects sales to top 500,000 in 2005. During 2004 ""South Africa was one of the best performing markets internationally"" for car sales, NAAMSA said. While domestic demand is set to continue to enjoy rapid growth, foreign sales could come under pressure, analysts said. The vehicle industry accounts for about 13% of South Africa's total exports. However, the world auto market has its problems and analysts warn that overcapacity and the strength of the rand could hit exports."
2026,tech,"Gangsters dominate gaming chart  Video games on consoles and computers proved more popular than ever in 2004.  Gamers spent more than £1.34bn in 2004, almost 7% more than they did in 2003 according to figures released by the UK gaming industry's trade body. Sales records were smashed by the top title of the year GTA: San Andreas - in which players got the job of turning central character CJ into a crime boss. The game sold more than 1 million copies in the first nine days that it was on sale. This feat made it the fastest selling video game of all time in the UK. Although only released in November the sprawling story of guns, gangsters game beat off strong competition and by year end had sold more than 1.75 million copies. There were also records set for the number of games that achieved double-platinum status by selling more than 600,000 copies. Five titles, including Sony EyeToy Play and EA's Need for Speed: Underground 2, managed this feat according to figures compiled by Chart-Track for the Entertainment and Leisure Software Publishers Association (Elspa). Electronic Arts, the world's biggest games publisher, had 9 games in the top 20.  2004 was a ""stellar year"" said Roger Bennett, director general of Elspa. ""In a year with no new generation consoles being released, the market continued to be buoyant as the industry matured and the increasingly diverse range of games reached new audiences and broadened its player base - across ages and gender,"" he said. Part of the success of games in 2004 could be due to the fact that so many of them are sequels. 16 out of the top 20 titles were all follow-ups to established franchises or direct sequels to previously popular games. Halo, The Sims, Driver, Need for Speed, Fifa football, Burnout were just a few that proved as popular as the original titles. Despite this fondness for older games, Doom 3 did not make it to the top 20. Movie tie-ins also proved their worth in 2004. Games linked to Shrek, The Incredibles, Spider-Man, Harry Potter and Lord of the Rings were all in the top 20. Elspa noted that sales of Xbox games rose 37.9% during the year. However, Sony's PlayStation 2 was the top seller with 47% of the £1.34bn spent on games in 2004 used to buy titles for that console. Despite winning awards and rave reviews Half-Life 2 did not appear in the list. This was because it was only released on PC and, compared to console titles, sold in relatively small numbers. Also the novel distribution system adopted by developer Valve meant that many players downloaded the title rather than travel to the shops to buy a copy. Valve has yet to release figures which show how many copies of the game were sold in this way."
1380,sport,"GB select Holmes for double bid  Kelly Holmes has been chosen for both the 800m and 1500m at next month's European Indoor Championships - despite not yet confirming her availability.  The double-Olympic champion is still undecided about whether to compete in her first European Indoors in Madrid. But UK Athletics chief Max Jones believes it is likely Holmes will race. He said: ""It's worth a punt, isn't it? She's gone back to training. If she's confident she will pick one (distance). The programme does not permit both."" If Holmes does take her place in the GB side, she has already indicated that 1500m will be her favoured distance. Under championship rules, she does not have to decide until 24 hours before the event begins in Madrid on 4 March. Jones added: ""She was pleased with her run in Birmingham (at last weekend's Grand Prix). ""I am inclined to think she will (compete). It could depend on how training goes and she will have to be close to top form."" And he admitted Holmes' presence would be a great boost to the rest of the Norwich Union GB team. ""She is a very good team member and is very good to have there,"" he added. Meanwhile, there is no surprises in the rest of the Great Britain team announced on Tuesday.  Defending 60m champion Jason Gardener is included and will be chasing his third successive gold medal. He will be joined in the event by Mark Lewis-Francis - runner-up behind him three years ago in Vienna - and new boy Darren Chin. Kelly Sotherton has been invited by championship organisers to compete against Carolina Kluft in the pentathlon. Sotherton finished third in the Olympic heptathlon in Athens, where the Swede took gold. There are 16 newcomers at this level of competition in GB's 46-strong team. The championships will be the last to be attended by Jones before he retires to be succeeded by Dave Collins. Jones said: ""The Olympic Games is the overwhelming target for UKA and therefore it is beneficial to start the next four-year cycle with a not-so-pressurised major games. ""The European Indoor Championships always provide a chance for the young and inexperienced to make a name for themselves and the current indoor season has produced some exciting new talent. ""Madrid is the first small step on a long journey to Beijing and the 2008 Olympics but for some of the emerging athletes, this will be a very important step.""  60m: D Chin (Belgrave Harriers), J Gardener (Wessex and Bath), M Lewis-Francis (Birchfield Harriers).  T Abeyie (Woodford Green with Essex Ladies), C Lambert (Belgrave Harriers).  D Garland (Channel Islands AC).  J McIlroy (Windsor, Slough, Eton and Hounslow AC), Jimmy Watkins (Cardiff AAC).  Ed Jackson (Aldershot, Farnham and District), N Speaight (Belgrave Harriers), J Thie (Cardiff AAC).  A Baddeley (Harrow AC), M Farah (Windsor, Slough, Eton and Hounslow AC), J Mayock (Barnsley AC).  D Greaves (Newham and Essex Beagles), A Scott (Shaftesbury Barnet Harriers), A Turner (Notts AC).  B Challenger (Belgrave Harriers). Pole vault: N Buckfield (Crawley AC).  N Morgan (Birchfield Harriers), C Tomlinson (Newham and Essex Beagles).  L Achike (Shaftesbury Barnet Harriers), N Douglas (Oxford City AC), P Idowu (Belgrave Harriers).  D Cossins (Birchfield Harriers), R Davenport (Gloucester AC), D Garland (Channel Islands AC), R Preddy (Gloucester AC), G Warburton (Cardiff AAC).  K Endacott (City of Plymouth AC), J Kwakye (Woodford Green with Essex Ladies), J Maduaka (Woodford Green with Essex Ladies).  K Wall (Basildon AC).  K Holmes (Ealing, Southall and Middlesex AC).  H Clitheroe (Preston Harriers), K Holmes (Ealing, Southall and Middlesex AC).  J Pavey (Exeter Harriers).  D Allahgreen (Trafford AC), S Claxton (Belgrave Harriers).  J Crane (Sale Harriers Manchester), S Jones (Trafford AC).  J Whitlock (Trafford AC).  J Johnson (Herne Hill Harriers).  K Sotherton (Birchfield Harriers).  D Fraser (Croydon Harriers), L McConnell (Shaftesbury Barnet Harriers), C Murphy (Woodford Green with Essex Ladies), M Purkiss (Southampton AC)."
369,business,"US manufacturing expands  US industrial production increased in December, according to the latest survey from the Institute for Supply Management (ISM).  Its index of national manufacturing activity rose to 58.6 last month from 57.8 in November. A reading above 50 indicates a level of growth. The result for December was slightly better than analysts' expectations and the 19th consecutive expansion. The ISM said the growth was driven by a ""significant"" rise in the new orders. ""This completes a strong year for manufacturing based on the ISM data,"" said chairman of the ISM's survey committee. ""While there is continuing upward pressure on prices, the rate of increase is slowing and definitely trending in the right direction.""  The ISM's index of national manufacturing activity is compiled from monthly responses of purchasing executives at more than 400 industrial companies, ranging from textiles to chemicals to paper, and has now been above 50 since June 2003. Analysts expected December's figure to come in at 58.1. The ISM manufacturing index's main sister survey - the employment index - eased to 52.7 in December from 57.6 in November, while its ""prices paid"" index, measuring the cost to businesses of their inputs, also eased to 72.0 from 74.0. The ISM's ""new orders"" index rose to 67.4 from 61.5."
244,business,"The 'ticking budget' facing the US  The budget proposals laid out by the administration of US President George W Bush are highly controversial. The Washington-based Economic Policy Institute, which tends to be critical of the President, looks at possible fault lines. US politicians and citizens of all political persuasions are in for a dose of shock therapy. Without major changes in current policies and political prejudices, the federal budget simply cannot hold together. News coverage of the Bush budget will be dominated by debates about spending cuts, but the fact is these will be large cuts in small programs. From the standpoint of the big fiscal trends, the cuts are gratuitous and the big budget train wreck is yet to come. Under direct threat will be the federal government's ability to make good on its debts to the Social Security Trust Fund. As soon as 2018, the fund will begin to require some cash returns on its bond holdings in order to finance all promised benefits.  The trigger for the coming shock will be rising federal debt, which will grow in 10 years, by conservative estimates, to more than half the nation's total annual output.  This upward trend will force increased borrowing by the federal government, putting upward pressure on interest rates faced by consumers and business. Even now, a growing share of US borrowing is from abroad. The US Government cannot finance its operations without heavy borrowing from the central banks of Japan and China, among other nations. This does not bode well for US influence in the world. The decline of the dollar is a warning sign that current economic trends cannot continue. The dollar is already sinking. Before too long, credit markets are likely to react, and interest rates will creep upwards. That will be the shock.  Interest-sensitive industries will feel pain immediately - sectors such as housing, automobiles, other consumer durables, agriculture, and small business. Some will recall the news footage of angry farmers driving their heavy equipment around the US Capitol in the late 1970s. There will be no need for constitutional amendments to balance the budget. The public outcry will force Congress to act. Whether it will act wisely is another matter. How did this happen?  By definition, the deficit means too little revenue and too much spending - but this neutral description doesn't adequately capture the current situation. Federal revenues are at 1950s levels, while spending remains where it has been in recent decades - much higher. In addition, the United States has two significant military missions. The Bush administration's chosen remedy is the least feasible one. Reducing domestic spending, or eliminating ""waste, fraud and abuse"" is toothless because this slice of the budget is too small to solve the problem. Indeed, if Congress were rash enough to balance the budget in this way, there would hardly be any such spending left. Law enforcement, space exploration, environmental clean-up, economic development, the Small Business Administration, housing, veterans' benefits, aid to state and local governments would all but disappear. It's fantasy to think these routine government functions could be slashed. The biggest spending growth areas are defence (including homeland security), and health care for the elderly and the poor. To some extent, increases in these areas are inevitable. The US population is aging, and the nation does face genuine threats in the world. But serious savings can only be found where the big money is. Savings in health care spending that do not come at the expense of health can only be achieved with wholesale reform of the entire system, public and private. Brute force budget cuts or spending caps would ill-serve the nation's elderly and indigent.  On the revenue side, the lion's share of revenue lost to tax cuts enacted since 2000 will have to be replaced.  Some rearranging could hold many people harmless and focus most of the pain on those with relatively high incomes. Finally, blind allegiance to a balanced budget will have to be abandoned. There is no good reason to fixate on it, anyway. Moderate deficits and slowly rising federal debt can be sustained indefinitely. Borrowing for investments in education and infrastructure that pay off in future years makes sense. The sooner we face that reality, the sooner workable reforms can be pursued. First on the list should be tax reform to raise revenue, simplify the tax code, and restore some fairness eroded by the Bush tax cuts. Second should be a dispassionate re-evaluation of the huge increase in defence spending over the past three years, much of it unrelated to Afghanistan, Iraq, or terrorism. Third must be the start of a serious debate on large-scale health care reform. One thing is certain - destroying the budget in order to save it is not going to equip the US economy and government for the challenges of this new century."
36,business,"Japanese mogul arrested for fraud  One of Japan's best-known businessmen was arrested on Thursday on charges of falsifying shareholder information and selling shares based on the false data.  Yoshiaki Tsutsumi was once ranked as the world's richest man and ran a business spanning hotels, railways, construction and a baseball team. His is the latest in a series of arrests of top executives in Japan over business scandals. He was taken away in a van outside one of his Prince hotels in Tokyo.  There was a time when Mr Tsutsumi seemed untouchable. Inheriting a large property business from his father in the 1960s, he became one of Japan's most powerful industrialists, with close connections to many of the country's leading politicians. He used his wealth and influence to bring the Winter Olympic Games to Nagano in 1998. But last year, he was forced to resign from all the posts he held in his business empire, after being accused of falsifying the share-ownership structure of Seibu Railways, one of his companies. Under Japanese stock market rules, no listed company can be more than 80% owned by its 10 largest shareholders. Now Mr Tsutsumi faces criminal charges and the possibility of a prison sentence because he made it look as if the 10 biggest shareholders owned less than this amount. Seibu Railways has been delisted from the stock exchange, its share value has plunged and it is the target of a takeover bid.  Mr Tsutsumi's fall from grace follows the arrests of several other top executives in Japan as the authorities try to curb the murky business practices which were once widespread in Japanese companies. His determination to stay at the top at all costs may have had its roots in his childhood. The illegitimate third son of a rich father, who made his money buying up property as Japan rebuilt after World War II, he has described the demands his father made. ""I felt enormous pressure when I dined with him and it was nothing but pain,"" Tsutsumi told a weekly magazine in 1987. ""He scolded me for pouring too much soy sauce or told me fruit was not for children. He didn't let me use the silk futon, saying it's a luxury."" There have been corporate governance issues at some other Japanese companies too. Last year, twelve managers from Mitsubishi Motors were charged with covering up safety defects in their vehicles and three executives from Japan's troubled UFJ bank were charged with concealing the extent of the bank's bad loans."
781,entertainment,"Musical treatment for Capra film  The classic film It's A Wonderful Life is to be turned into a musical by the producer of the controversial hit show Jerry Springer - The Opera.  Frank Capra's 1946 movie starring James Stewart, is being turned into a £7m musical by producer Jon Thoday. He is working with Steve Brown, who wrote the award-winning musical Spend Spend Spend. A spokeswoman said the plans were in the ""very early stages"", with no cast, opening date or theatre announced.  A series of workshops have been held in London, and on Wednesday a cast of singers unveiled the musical to a select group of potential investors. Mr Thoday said the idea of turning the film into a musical had been an ambition of his for almost 20 years. It's a Wonderful Life was based on a short story, The Greatest Gift, by Philip van Doren Stern. Mr Thoday managed to buy the rights to the story from Van Doren Stern's family in 1999, following Mr Brown's success with Spend Spend Spend. He later secured the film rights from Paramount, enabling them to use the title It's A Wonderful Life."
933,politics,"Borders rail link campaign rally  Campaigners are to stage a rally calling for a Borders rail link which was closed in 1969 to be reopened.  They will mark the 36th anniversary of the line closure, which ran from Edinburgh through the Borders and on to Carlisle, with a walk at Tweedbank. Anne Borthwick, of Campaign for Borders Rail, said reopening the Waverley Line would restore the area's prosperity. MSPs are considering the reintroduction of passenger rail services through Midlothian to the Borders. Campaigners have said that reopening the Waverley Line, which could cost up to £100m, would be a huge economic boost for the Borders.  In 2000, Borders Council said the area's economy had suffered since the closure. Ms Borthwick said the lobby group was determined to keep the pressure on the Scottish Executive. ""We are hoping that many people will join us in a march to mark the 36th anniversary of the closure of the Waverley Line,"" she said. ""Campaign for Borders Rail is the biggest independent lobby group in Scotland and we have been lobbying tirelessly for the reinstatement of rail services to the Borders and eventually to Carlisle.  ""We believe that it is time for the Scottish Executive to commit to the first phase of the project by pledging to fund the line between Edinburgh and Tweedbank in the first instance and then investigate extending the line in the future."" Ms Borthwick said reopening the line would be a prosperous move and protect the character of the Scottish Borders. A study in 2000, which was commissioned by the executive, Scottish Borders Council, Midlothian Council and Scottish Borders Enterprise, found that a half-hourly service from Tweedbank to Edinburgh could cover its operating costs. It also found that a half-hourly service from Gorebridge to Edinburgh could cover operating costs and that a freight railway joining the West Coast Main Line at Longtown could also be reinstated."
2079,tech,"Poles play with GameBoy 'blip-pop'  A group of artists in Poland has taken the cacophony of blips, boops and beeps created as players bash buttons on Nintendo's handheld GameBoy console to a new level.  The Gameboyzz Orchestra Project has taken the game sounds to put together music tunes they have dubbed ""blip-pop."" Think of it as Donkey Kong meets Norman Cook, or maybe Tetris takes on Kraftwerk. Any way you slice it, the sound is distinct. All the sounds are made by six Nintendo GameBoys, with a mixture of older models and newer Advance SP handhelds. The Gameboyzz Orchestra Project tweaks the software a bit, and then connects the units through a mixing board.  Jarek Kujda, one of the project's founding members has been into electronic music and video games, for a while now.  ""I was playing some experimental music and three, four years ago when I first used a GameBoy in my band as a drum machine,"" said Kujda. He realised that the console could be used as a rudimentary synthesizer. He wondered, if one GameBoy can make music, what would happen if he put six of them together? Kujda found five other people who were interested and the Gameboyzz Orchestra Project was born. ""Gameboyzz Orchestra Project is more of an improvisational project,"" said Kudja. ""We prepare some patterns before a concert, and then improvise during the concert."" The group plays maybe four or five shows a year. Malgorzata Kujda, Jarek's younger sister and a fellow band member, describes a Gameboyzz Orchestra Project concert as a lot of noise. ""For example, I make music with more hard beats and noises,"" she said. ""But each of us makes another music, a different sound. And then in the concert we just improvise, and that I think is more fun for us.""  The Gameboyzz Orchestra Project admits they get mixed reactions from audiences. Some love the group's music, and others are not quite sure what to make of it.  In the world of electronic music, these purveyors of blip-pop are not unique. But Jarek Kujda says they try to be unique. ""We have lots of people making music on old school stuff, electronic old school stuff like Commodore, Atari, Spectrum,"" he said. ""We want to play only experimental music, not cover songs. We're something like an electronic jam session."" The Gameboyzz Orchestra Project's tracks are available online and the group hopes to make a CD next year. And they have sponsorship, courtesy of the Polish distributor of Nintendo products. The members of the Gameboyzz Orchestra Project do not expect serious competition anytime soon. A GameBoy Advance costs about US $200 in Poland these days, which is still way beyond the reach of most Polish gamers, or musicians.  Clark Boyd is technology correspondent for The World, a BBC World Service and WGBH-Boston co-production"
1370,sport,"Gardener battles to narrow win  Jason Gardener fought all the way to the line to narrowly claim the men's 60m title at the Norwich Union Indoor trials and AAAs Championships.  The world 60m champion got off to a rolling start and had to dig deep to dip ahead of Mark Findlay and Darren Chin, who both set personal bests. ""It was a close race,"" admitted Gardener. ""I stumbled out the blocks but my experience told through. ""I still feel there's more life in me and I believe I can go faster."" Gardener's performance in Sheffield could have been affected by the news, which he heard before his semi-final, that his European record had been broken Frenchman Ronald Pognon, who will be a real threat at the European Championships, set a new time of 6.45, one-hundreth of a second faster than Gardener's previous mark. Favourite  delivered a powerful performance to take the women's 60m title in 7.27 seconds. ""You'll see me in Madrid and I feel there is a lot more to come along,"" said the 22-year-old. Katherine Endacott battled hard to take second and dip under the European qualifying mark. Defending champion Joice Maduaka had pulled out of the final with a chest infection.  was on record-breaking form as she stormed to the women's 60m hurdles crown. The 25-year-old set a new British record for the second time in seven days, clocking 7.96 seconds to finish ahead of rival Diane Allahgreen. ""I'm so happy,"" a tearful Claxton told BBC Sport. ""All the years I've been running and I'm getting recognition."" Claxton's time was also good enough to qualify for the European Championships.  The men's 800m went to form in Sheffield as  dominated the race from start to finish. The Northern Ireland athlete went off at a startling pace but had to hold off the challenge of Welshman Jimmy Watkins over the final 200m to win in one minute, 47.96 seconds. Both McIlory and Watkins, who set a life-time best of 1:48.32, had already booked their places in Madrid and were again well within the qualifying time. ""I had to go out and go through all the gears before the Europeans and I won't run again until then,"" said McIlroy.  could not reach the European mark in the women's race as she crossed the line to win in 2:04.45. Olympic bronze heptathlon medallist  rounded off a useful weekend with two more personal bests in Sheffield. The 28-year-old reached 1.80m in the high jump and clocked 8.47secs in the heats of the 60m hurdles. ""I've surprised myself,"" said Sotherton. ""I'm starting to thrive on the pressure but if I don't perform then it's not the end of the world."" Pole vaulter  made a winning return to major competition after a drugs ban. The Trafford athlete, who has served a two-year ban after testing positive for anabolic steroids, clinched the title with a championship record 4.25m.  also set a new championship mark in the men's triple jump title in Sheffield. The 26-year-old, who has been training in Australia over the winter, landed 17.30m with his final effort - the longest leap in the world this year. ""I didn't have a clue,"" said Idowu. ""I've not jumped indoors before and I just wanted the qualifying mark. ""But this isn't a bad start and hopefully I'll come back from Madrid with a gold medal."" Nathan Douglas continued his steady progress this season as he set a life-time best of 16.76m in second while Jonathan Moore took third.  and  resumed their rivalry in the long jump competition, both achieving the European standard. Commonwealth champion Morgan reached a personal best of 7.96m on his very first jump and then promptly retired with a bruised heel. Olympian Tomlinson tried to play catch up with his six jumps but had to settle for a season's best jump of 7.91m. ""I was advised not to jump by my doctor and so I'm pleased to come here and get the qualifying mark,"" said Tomlinson.  , now based at Loughborough, sprinted past front runner Catherine Murphy in the final 100m to steal the women's 400m title. The 21-year-old ran a personal best of 53.45 seconds to win her first indoor title. Wall's time was just short of the qualifying mark - something Murphy already has. Ireland's  took the men's title in 46.46 ahead of promising Channel Islands decathlete Dale Garland. Sudanese 18-year-old Rabah Yusuf, who is seeking British citizenship, showed his raw talent as he burst through in third.  cleared the required 1.90m to qualify for the European championships and claim the AAAs title in the women's high jump. In the men's 3,000m,  powered to a new personal best of seven minutes, 56.86 seconds to defend his AAAs title in style. It was the first time in 11 years the eight-minute barrier has been broken at the championships and was just within the European mark.  took the women's 1500m AAAs title in the absence of Kelly Holmes. Her time of 4:19.11 was not good enough to qualify for Madrid but Ovens had already opted out of the championships. The men's race was won by  , who had to fight off a closing pack to claim the title in 3:45.87."
457,business,"Parmalat founder offers apology  The founder and former boss of Parmalat has apologised to investors who lost money as a result of the Italian dairy firm's collapse.  Calisto Tanzi said he would co-operate fully with prosecutors investigating the background to one of Europe's largest financial scandals. Parmalat was placed into bankruptcy protection in 2003 after a 14bn euro black hole was found in its accounts. More than 130,000 people lost money following the firm's collapse. Mr Tanzi, 66, issued a statement through his lawyer after five hours of questioning by prosecutors in Parma on 15 January.  Prosecutors are seeking indictments against Mr Tanzi and 28 others - including several members of his family and former Parmalat chief financial officer Fausto Tonna - for alleged manipulation of stock market prices and making misleading statements to accountants and Italy's financial watchdog. Two former Parmalat auditors will stand trial later this month for their role in the firm's collapse.  ""I apologise to all who have suffered so much damage as a result of my schemes to make my dream of an industrial project come true,"" Mr Tanzi's statement said. ""It is my duty to collaborate fully with prosecutors to reconstruct the causes of Parmalat's sudden default and who is responsible."" Mr Tanzi spent several months in jail in the wake of Parmalat's collapse and was kept under house arrest until last September. Parmalat is now being run by a state appointed administrator, Enrico Bondi, who has launched lawsuits against 80 banks in an effort to recover money for the bankrupt company and its shareholders. He has alleged that these companies were aware of the true state of Parmalat's finances but continued to lend money to the company. The companies insist they were the victims of fraudulent book-keeping. Parmalat was declared insolvent after it emerged that 4 billion euros (£2.8bn; $4.8bn) it supposedly held in an offshore account did not in fact exist. The firm's demise sent shock waves through Italy, where its portfolio of top-selling food brands and its position as the owner of leading football club Parma had turned it into a household name."
1450,sport,"Bellamy under new fire  Newcastle boss Graeme Souness has reopened his dispute with Craig Bellamy after claiming the Welshman was ""not good enough"" for the Magpies. Bellamy left Newcastle to join Celtic on loan after a major row with Souness. Souness - who refused to refer to the 25-year-old by name - said Bellamy did not score enough goals ""The chap that's just gone has scored 9.3 goals a season in his time in senior football - half of those weren't even in the top flight,"" said Souness. ""That's not good enough for a striker at a club like this. ""We need to have two strikers who are near 20 goals on a regular basis.""  Bellamy turned down a move to Birmingham in favour of joining Celtic after a disagreement about the Welsh international playing out of position quickly escalated. Earlier in the week, Souness had said that he risked losing the confidence of the players and damaging his own reputation if he had not taken a hard line after Bellamy accused him of lying.  ""There are certain things you can forgive and forget,"" said Souness. ""But if I'd been seen to be weak in this case there was no future for me with the players in the dressing room or any job I have after Newcastle."" He could then return to St James' Park - and he says that he wants to. However, it would seem unlikely he will play for Newcastle again as long as Souness remains in charge."
712,entertainment,"Greer attacks 'bully' Big Brother  Germaine Greer has criticised Celebrity Big Brother's ""bullying"" of housemates after quitting the reality TV show.  She said ""superior"" bullying tactics, like making housemates cold and hungry, could encourage playground bullying. She also condemned the ""complete irresponsibility"" of adding Brigitte Nielsen's former mother-in-law Jackie Stallone to the house on Monday. Nielsen had panicked that if she reacted badly it could harm her access to her children, Greer said. The feminist writer and broadcaster said Big Brother had behaved ""like a child rather than a parent"" by taunting contestant John McCririck after denying him a cola drink. ""I thought it was actually demonstrating the role of taunting in the playground and there are so many children whose lives have actually been destroyed by taunting in the playground,"" Greer said. She also said that her fellow housemates had publicity-seeking ""agendas"".  ""I had no idea who would be in here and it's wrong for me to present myself in the same context as they are."" Media observers had been surprised by Greer's initial decision to join the third celebrity version of the Channel 4 reality TV show, given that she has written critical articles about the format in the past. As she packed her suitcase to leave the house she told fellow housemates: ""I'm leaving over specific issues, but best for everyone if I don't discuss them. ""I have a problem with decisions, I make them fast and when I make them, I stick to them."" Greer had earlier failed to persuade other contestants to stage a naked protest against Big Brother.  Other celebrities to walk out of a reality show TV include Sex Pistol John Lydon, former EastEnders actress Danniella Westbrook and ex-E17 singer Brian Harvey who all left I'm A Celebrity... Get Me Out Of Here. Previous Big Brother housemates to leave before their time were Sunita Sharma and Sandy Cumming from the third series of the non-celebrity version of the show.  VOTE   Was Germaine Greer right to leave Celebrity Big Brother?   Yes  No   Results are indicative and may not reflect public opinion  Happy Mondays dancer Bez is now 2-1 favourite to win the show, followed by Blazin' Squad singer Kenzie at 5-2 and actor Jeremy Edwards at 4-1. Ladbrokes spokesman Warren Lush said that the series was still ""wide open"", adding that the last 24 hours had also seen a rush of bets on McCririck slashing his odds to 8-1. DJ Lisa I'Anson is the outsider with odds of 40-1, while Jackie Stallone, who joined the house on Monday, is also one of the less popular housemates at 20-1. The first eviction of the series has now been postponed after Greer's exit unexpectedly reduced the number of competitors. The eight remaining contestants are competing for a £50,000 prize, to be donated to the charity of their choice, if they survive a series of public votes. For every 50p vote cast by viewers by telephone or text during the programme's run, 9p will go to a tsunami charity appeal."
